	tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3	primaryTitle	startYear	runtimeMinutes	genres	directors	writers	averageRating	numVotes	Story_Line	Ratio	Profitable
2685	tt0884328	18000000	57293715	Thomas Jane	Marcia Gay Harden	Laurie Holden	nm0005048	nm0001315	nm0390229	The Mist	2007	126	Horror,Sci-Fi	nm0001104	nm0001104,nm0000175	7.1	264815	The Draytons - David, Steff and their son Billy - live in a small Maine town. One night a ferocious storm hits the area, damaging their house. The storm is accompanied by a strange mist the following morning. David and Billy and their neighbour Brent Norton go into town and find themselves trapped in a grocery store with several other people. There they discover that the mist contains something frightening and intent on killing humans.	3.1829839898342227	True
4140	tt1604115	1570313	1351732	Mikko Leppilampi	Antti Luusuaniemi	Pihla Viitala	nm1285112	nm1970708	nm2273799	Hustlers	2010	95	Comedy,Drama	nm0638189	nm1620753,nm1084216	5.5	887	Saku and Ässä: two guys spend careless life. One day Ässä meet woman named Anna and boys careless lifestyle is in danger.	0.8608036354512537	False
1325	tt0381361	13478660	789713	Andie MacDowell	Samuel Le Bihan	Tim Roth	nm0000510	nm0494078	nm0000619	The Last Sign	2005	91	Drama,Fantasy,Romance	nm0003532	nm0059700,nm1465637,nm0772144	3.3	1607	Andie MacDowell portrays a woman who is tormented by the ghost of her abusive, alcoholic husband. She must come to terms with the past if she is to find peace and love. Samuel le Bihan is a French engineer who she finds renewed love with and Tim Roth plays her deceased husband who shows us that hate can live on after death. Perhaps forgiveness is the only way to overcome the demons that haunt us from the grave.	0.05858987031426935	False
6083	tt4949254	1214160	1475550	Anja Knauer	Max von Thun	Max Giermann	nm0460556	nm0903111	nm2591117	Gut zu Vögeln	2016	92	Comedy,Romance	nm1802378	nm1802378,nm7525909,nm3173816	4.2	368	Eine anti-romantische Liebeskomödie über die Bindungsunfähigkeit unserer Generation.	1.2152836403079987	True
6384	tt6404816	3390735	1450201	Naomi Hasselberg Thorsrud	Bjørnar Lysfoss Hagesveen	Henrik Hines Grape	nm6176641	nm3599455	nm8695783	Trio - Jakten på Olavsskrinet	2017	77	Family	nm0197232	nm0397056,nm6176662	4.5	124	The curious Nora, Simen and Lars decide to start the hunt for the sacred Olav shrine in or around the medieval church Nidaros Dome, which has been gone for hundred of years. But they're not the only ones interested in finding the treasure.	0.4276950490984848	False
6097	tt5002394	57672	18840	Adrian Titieni	Alina Grigore	Robi Urs	nm0864458	nm2443054	nm5943198	Illegitimate	2016	89	Drama	nm1138158	nm2443054,nm1138158	6.9	1076	Two siblings and an illegitimate love. A father who's a doctor and several accusations. A family in which no one ever drew a line between what's moral and what's legal. Not even when it comes to abortion.	0.32666932533421184	False
3843	tt1433822	17000000	9627492	Ashley Greene	Sebastian Stan	Tom Felton	nm2230865	nm1659221	nm0271657	The Apparition	2012	83	Horror,Thriller	nm1447139	nm1447139	4.1	18257	When frightening events start to occur in their home, young couple Kelly and Ben discover they are being haunted by a presence that was accidentally conjured during a university parapsychology experiment. The horrifying apparition feeds on their fear and torments them no matter where they try to run. Their last hope is an expert in the supernatural, but even with his help they may already be too late to save themselves from this terrifying force.	0.5663230255104102	False
3344	tt1200272	3000000	1062941	Benjamin Bratt	Alex Hernandez	Christopher Borgzinner	nm0000973	nm3221639	nm2988762	La Mission	2009	117	Drama	nm0105571	nm0105571	7.0	1686	Growing up in the Mission district of San Francisco, Che Rivera (Benjamin Bratt) has always had to be tough to survive. He's a powerful man respected throughout the Mission barrio for his masculinity and his strength, as well as for his hobby building beautiful lowrider cars. A reformed inmate and recovering alcoholic, Che has worked hard to redeem his life and do right by his pride and joy: his only son, Jes, whom he has raised on his own after the death of his wife. Che's path to redemption is tested, however, when he discovers Jes is gay. To survive his neighborhood, Che has always lived with his fists. To survive as a complete man, he'll have to embrace a side of himself he's never shown.	0.3543135485621505	False
2840	tt0963794	8000000	22736861	Shawn Ashmore	Jena Malone	Jonathan Tucker	nm0039162	nm0540441	nm0006958	The Ruins	2008	90	Horror	nm2127650	nm0809895	5.8	66756	A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist, embark on a remote archaeological dig in the jungle where something evil lives among the ruins.	2.8421072697365912	True
5315	tt2799166	6500000	16861137	Ashley Hinshaw	James Buckley	Denis O'Hare	nm3358233	nm0118617	nm0641354	The Pyramid	2014	89	Action,Adventure,Horror	nm0505183	nm2395870,nm2415173	4.6	21859	A team of U.S. archaeologists unearths an ancient pyramid buried deep beneath the Egyptian desert. As they search the pyramid's depths, they become hopelessly lost in its dark and endless catacombs. Searching for a way out, they become desperate to seek daylight again. They come to realize they aren't just trapped, they are being hunted.	2.5940206778429733	True
5176	tt2482856	1000000	772000	Bill Moseley	Clint Howard	Lisa Wilcox	nm0608405	nm0397212	nm0928244	The Church	2018	81	Horror,Thriller	nm4937797	nm4937797	2.8	114	The pastor of a landmark church is the sole hold-out in a Philadelphia neighborhood earmarked for gentrification. But soon, the spirits of congregational members past begin to make their displeasure known. Who are the righteous among them?	0.771999228000772	False
1561	tt0411267	4183950	6580887	Sean Bean	Maria Bello	Sophie Stuckey	nm0000293	nm0004742	nm1552136	The Dark	2005	93	Drama,Horror,Mystery	nm0269502	nm1646516,nm1351157	5.4	10095	"While in Wales visiting her husband James, Adèlle tries to fix her relationship with her teenager daughter Sarah. They see a weird memorial without the plate and with the name ""Annwyn"" marked, and the local Dafydd explains that this would be the place where people go after dying in accordance with the Welsh mythology. Later, Sarah vanishes on the beach and the daughter of the local fanatic shepherd, Ebrill, who died fifty years ago, appears in her place. Adele makes a research trying to find how to rescue her daughter from Annway."	1.5728881624091675	True
3416	tt1229340	50000000	173649931	Will Ferrell	Christina Applegate	Paul Rudd	nm0002071	nm0000775	nm0748620	Anchorman 2: The Legend Continues	2013	119	Comedy	nm0570912	nm0002071,nm0570912	6.3	158670	Having left San Diego for New York City, Ron Burgundy is living the high life with his wife Veronica Corningstone and son Walter Burgundy. However, when the boss decides to promote Veronica to full time lead anchor and fire Ron, everything changes. Now heading back to San Diego, Ron is washed up and working part time at Sea World. His shot at redemption though comes in the form of a man named Freddie Schapp, who's an executive producer at the Global News Network, the world's first 24 hour round the clock news channel. He hires Ron, who proceeds to reunite the news team of Champ, Brick, and Brian, and head back to New York City. While there Ron and his news team are given the graveyard shift and a challenge. Ron comes up with a radical new idea to transform the news and that puts him at the top of the game once again. But how long will Ron's newfound fame last? And will Brick finally find true love?	3.4729985505400287	True
1457	tt0396955	4451920	310452	Emmanuelle Béart	Edouard Baer	Atmen Kelif	nm0000322	nm0046347	nm0445463	À boire	2004	90	Comedy	nm0894742	nm0081179,nm0418621,nm0894742	4.6	214	Three disparate people meet in a bizarre skiing accident: a doctor who had just been left by his wife, a beautiful but direction less woman, and the bumbling Algerian man who caused the accident. They become fond of each other, and of liquor.	0.06973439106399237	False
4817	tt2106741	12000000	1528580	Nicholas Tse	Ching Wan Lau	Mi Yang	nm0874866	nm0490513	nm2468729	The Bullet Vanishes	2012	108	Action,Drama,Mystery	nm0492305	nm0492305,nm0947813	6.6	1789	Son Donglu, a newly promoted detective teams up with Guo Zhui, fastest gunman in Tiancheng and Xiaowu, a novice policeman to investigate the mystery deaths in a bullet factory.	0.12738165605152865	False
5109	tt2389456	2630680	2015130	Dennis Reinsma	Dana Goldberg	Jeroen van Koningsbrugge	nm4952224	nm3729828	nm1151879	Midden in De Winternacht	2013	81	Adventure,Drama,Family	nm2361914	nm0826091,nm3643363,nm0311696	6.4	210	When his father cannot make it home Max is convinced that Christmas will be extremely boring this year. But then Mr. Moose crashes through his roof and he is not so sure anymore. This is a giant talking Moose with a big mouth, a warm hearth and a tendency for drama. He claims he was on a test-run with Santa Claus, lost control over the sleigh and crashed, injuring his leg. And now he has to find Santa Claus, otherwise nobody will receive their Christmas gifts. Is Max able to get Mr. Moose and Santa flying again?	0.7660107781977367	False
312	tt0240772	85000000	450717150	George Clooney	Brad Pitt	Julia Roberts	nm0000123	nm0000093	nm0000210	Ocean's Eleven	2001	116	Crime,Thriller	nm0001752	nm0425138,nm0751207,nm0113689,nm0496468,nm0341372	7.8	481177	Danny Ocean wants to score the biggest heist in history. He combines an eleven member team, including Frank Catton, Rusty Ryan and Linus Caldwell. Their target? The Bellagio, the Mirage and the MGM Grand. All casinos owned by Terry Benedict. It's not going to be easy, as they plan to get in secretly and out with $150 million.	5.3025546434993585	True
945	tt0332318	12000000	1464478	Malcolm McDowell	Sonja Ball	Howard Ryshpan	nm0000532	nm0050468	nm0753447	Pinocchio 3000	2004	80	Animation,Family,Fantasy	nm0732106	nm1019940,nm0840939	3.8	1059	This is the story of a little robot known as Pinocchio 3000 whose greatest wish is to become a real boy. The year is 3000. Geppetto, with the help of his faithful assistant, Spencer the cyber penguin, and by the holographic fairy Cyberina, creates Pinocchio, a prototype superrobot equipped for emotions. But before he can be given a heart and become a real boy, Cyberina insists that Pinocchio learn the difference between right and wrong.	0.12203982316334805	False
3317	tt1189073	10118000	30842353	Antonio Banderas	Elena Anaya	Jan Cornet	nm0000104	nm0025745	nm1693432	The Skin I Live In	2011	120	Drama,Horror,Thriller	nm0000264	nm0429617,nm0000264,nm0021948	7.6	126039	In honor of his late wife who died in a flaming car accident, scientist, Dr. Robert Ledgard, is trying to synthesize the perfect skin which can withstand burns, cuts or any other kind of damage. As he gets closer to perfecting this skin on his flawless patient, the scientific community starts growing skeptical and his past is revealed that shows how his patient is closely linked to tragic events he would like to forget.	3.048265462713436	True
